Nume,Pret vanzare (cu promotie),Descriere,Stoc numeric,Link produs,Imagine (principala),Categorie,Brand
Rochie Anna albastra,418.5,"Rochie anna albastra- stil office, elegant- croi conic, cambrata pe talie- model fara maneci- crepeu la spate- inchidere la spate cu fermoar - realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-anna-neagra-11873,https://ejolie.ro/continut/produse/11873/1000/rochie-anna-albastra_99455.webp,Rochii de Zi,Trendya
Rochie Maria albastra,445.5,"Rochie maria albastra- stil elegant, office- croi conic, cambrat- maneci 3/4- slit la spate- inchidere cu fermoar la spate- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-maria-corai-11872,https://ejolie.ro/continut/produse/11872/1000/rochie-maria-albastra_99457.webp,Rochii de Zi,Trendya
Rochie Karina albastra,432.0,"Rochie karina albastra- stil office, elegant- croi drept, usor cambrata- maneci scurte tip petala- decolteu rotund- volane suprapuse- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-karina-fucsia-11871,https://ejolie.ro/continut/produse/11871/1000/rochie-karina-albastra_99459.webp,Rochii de Zi,Trendya
Rochie Levya gri cu imprimeu albastru,675.0,"Rochie levya gri cu imprimeu albastru   - stil elegant, potrivita atat pentru o tinuta eleganta de zi, cat si pentru un eveniment special- decolteu in v, cu volan decorativ- maneci trei sferturi, manseta elastica cu volan- talie marcata cu cordon detasabil- inchidere cu fermoar- confectionata dintr-un amestec de matase naturalaasorteaz-o cu sandale cu toc si curea stylish pentru un outfit desavârsit!",1,https://ejolie.ro/product/rochie-levya-gri-cu-imprimeu-albastru,https://ejolie.ro/continut/produse/11870/1000/rochie-levya-gri-cu-imprimeu-albastru_99461.webp,Rochii de ocazie,Trendya
Rochie Luana albastra,526.5,"Rochie luana albastra- stil elegant- croi conic, mulat- decolteu in v- maneci lungi- esarfa frontala cu nod pe talie- realizata din licra",1,https://ejolie.ro/product/rochie-luana-fucsia-11869,https://ejolie.ro/continut/produse/11869/1000/rochie-luana-albastra_99467.webp,Rochii de seara,Trendya
Rochie Silviana albastra,526.5,"Rochie silviana albastra- stil elegant, perfect pentru o iesire in oras, sau pentru un eveniment special- croi mulat, cambrat pe talie- fronseuri si nod pe talie- maneci trei sferturi- realizata din licra",1,https://ejolie.ro/product/rochie-silviana-fucsia-11868,https://ejolie.ro/continut/produse/11868/1000/rochie-silviana-albastra_99465.webp,Rochii de seara,Trendya
Rochie Silviana fucsia,526.5,"Rochie silviana fucsia   - stil elegant, perfect pentru o iesire in oras, sau pentru un eveniment special- croi mulat, cambrat pe talie- fronseuri si nod pe talie- maneci trei sferturi- realizata din licra",1,https://ejolie.ro/product/rochie-silviana-fucsia,https://ejolie.ro/continut/produse/11867/1000/rochie-silviana-fucsia_99469.webp,Rochii de seara,Trendya
Rochie Luana fucsia,526.5,"Rochie luana fucsia- stil elegant- croi conic, mulat- decolteu in v- maneci lungi- esarfa frontala cu nod pe talie- realizata din licra",1,https://ejolie.ro/product/rochie-luana-turcoaz-11866,https://ejolie.ro/continut/produse/11866/1000/rochie-luana-fucsia_99471.webp,Rochii de seara,Trendya
Rochie Ilinca lila,432.0,"Rochie ilinca lila- stil office, elegant- croi drept- maneci scurte, usor bufante- decolteu patrat cu decupaj in v- volan maxi- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-ilinca-portocalie-11865,https://ejolie.ro/continut/produse/11865/1000/rochie-ilinca-lila_99473.webp,Rochii de Zi,Trendya
Rochie Karina fucsia,432.0,"Rochie karina fucsia- stil office, elegant- croi drept, usor cambrata- maneci scurte tip petala- decolteu rotund- volane suprapuse- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-karina-neagra-11864,https://ejolie.ro/continut/produse/11864/1000/rochie-karina-fucsia_99475.webp,Rochii de Zi,Trendya
Rochie Marta cu imprimeu mov,432.0,"Rochie marta cu imprimeu mov   - stil casual, elegant- croi in clos- decolteu in v- maneci scurte- talie marcata cu cordon integrat- inchidere la spate cu fermoar",1,https://ejolie.ro/product/rochie-marta-cu-imprimeu-mov,https://ejolie.ro/continut/produse/11863/1000/rochie-marta-cu-imprimeu-mov_99449.webp,Rochii de Zi,Trendya
Rochie Luana turcoaz,526.5,"Rochie luana turcoaz- stil elegant- croi conic, mulat- decolteu in v- maneci lungi- esarfa frontala cu nod pe talie- realizata din licra",1,https://ejolie.ro/product/rochie-luana-galbena-11862,https://ejolie.ro/continut/produse/11862/1000/rochie-luana-turcoaz_99447.webp,Rochii de seara,Trendya
Compleu Mihaela corai,526.5,"Compleu mihaela coraiacest compleu modern este alegerea perfecta pentru femeile care îsi doresc un look rafinat si stilat. setul este compus din doua piese:  â bluza asimetrica cu decolteu rotund la baza gâtului si decupaj fin, mâneci trei sferturi si crepeu lateral, pe partea dreaptaâ pantaloni cu talie înalta &ndash; croiala conica, alungind vizual picioarele si oferind un plus de eleganta.  â material &ndash; Èesatura barbie, confortabila si usor elastica, ideala pentru un look impecab",1,https://ejolie.ro/product/compleu-mihaela-albastru-11861,https://ejolie.ro/continut/produse/11861/1000/compleu-mihaela-corai_99445.webp,Compleuri,Trendya
Rochie Ilinca portocalie,432.0,"Rochie ilinca portocalie- stil office, elegant- croi drept- maneci scurte, usor bufante- decolteu patrat cu decupaj in v- volan maxi- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-ilinca-magenta-11860,https://ejolie.ro/continut/produse/11860/1000/rochie-ilinca-portocalie_99443.webp,Rochii de Zi,Trendya
Compleu Mihaela albastru,526.5,"Compleu mihaela albastruacest compleu modern este alegerea perfecta pentru femeile care îsi doresc un look rafinat si stilat. setul este compus din doua piese:  â bluza asimetrica cu decolteu rotund la baza gâtului si decupaj fin, mâneci trei sferturi si crepeu lateral, pe partea dreaptaâ pantaloni cu talie înalta &ndash; croiala conica, alungind vizual picioarele si oferind un plus de eleganta.  â material &ndash; Èesatura barbie, confortabila si usor elastica, ideala pentru un look impe",1,https://ejolie.ro/product/compleu-mihaela-kaki-11858,https://ejolie.ro/continut/produse/11858/1000/compleu-mihaela-albastru_99425.webp,Compleuri,Trendya
Rochie Ilinca roze,432.0,"Rochie ilinca crem roze- stil office, elegant- croi drept- maneci scurte, usor bufante- decolteu patrat cu decupaj in v- volan maxi- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-ilinca-magenta-11857,https://ejolie.ro/continut/produse/11857/1000/rochie-ilinca-roze_99429.webp,Rochii de Zi,Trendya
Rochie Maria corai,445.5,"Rochie maria corai- stil elegant, office- croi conic, cambrat- maneci 3/4- slit la spate- inchidere cu fermoar la spate- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-maria-magenta-11856,https://ejolie.ro/continut/produse/11856/1000/rochie-maria-corai_99435.webp,Rochii de Zi,Trendya
Compleu Tina corai,364.8,"Compleu tina coraiacest compleu sofisticat si modern este alegerea perfecta pentru femeile care îsi doresc un look rafinat si stilat. setul este compus din trei piese:â sacou oversized &ndash; croiala lejera, cu revere clasice si închidere cu doi nasturi, ideal pentru un plus de eleganta. poate fi purtat atât pe umeri, cât si închis pentru un look mai structurat.â top scurt &ndash; bustiera cu un design feminin si detalii drapate, evidentiind silueta într-un mod delicat.â pantaloni cu tali",1,https://ejolie.ro/product/compleu-tina-alb-11855,https://ejolie.ro/continut/produse/11855/1000/compleu-tina-corai_99478.webp,Compleuri,Trendya
Compleu Tina alb,364.8,"Compleu tina albacest compleu sofisticat si modern este alegerea perfecta pentru femeile care îsi doresc un look rafinat si stilat. setul este compus din trei piese:â sacou oversized &ndash; croiala lejera, cu revere clasice si închidere cu doi nasturi, ideal pentru un plus de eleganta. poate fi purtat atât pe umeri, cât si închis pentru un look mai structurat.â top scurt &ndash; bustiera cu un design feminin si detalii drapate, evidentiind silueta într-un mod delicat.â pantaloni cu talie ",1,https://ejolie.ro/product/compleu-tina-turcoaz-11854,https://ejolie.ro/continut/produse/11854/1000/compleu-tina-alb_99482.webp,Compleuri,Trendya
Rochie Ilinca magenta,432.0,"Rochie ilinca magenta- stil office, elegant- croi drept- maneci scurte, usor bufante- decolteu patrat cu decupaj in v- volan maxi- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-ilinca-turcoaz-11853,https://ejolie.ro/continut/produse/11853/1000/rochie-ilinca-magenta_99513.webp,Rochii de Zi,Trendya
Rochie Maria magenta,445.5,"Rochie maria magenta- stil elegant, office- croi conic, cambrat- maneci 3/4- slit la spate- inchidere cu fermoar la spate- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-maria-verde-11852,https://ejolie.ro/continut/produse/11852/1000/rochie-maria-magenta_99485.webp,Rochii de Zi,Trendya
Rochie Ilinca turcoaz,432.0,"Rochie ilinca turcoaz   - stil office, elegant- croi drept- maneci scurte, usor bufante- decolteu patrat cu decupaj in v- volan maxi- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-ilinca-turcoaz,https://ejolie.ro/continut/produse/11850/1000/rochie-ilinca-turcoaz_99489.webp,Rochii de Zi,Trendya
Rochie Anna neagra,418.5,"Rochie anna neagra   - stil office, elegant- croi conic, cambrata pe talie- model fara maneci- crepeu la spate- inchidere la spate cu fermoar - realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-anna-neagra,https://ejolie.ro/continut/produse/11849/1000/rochie-anna-neagra_99493.webp,Rochii de Zi,Trendya
Rochie Karina neagra,432.0,"Rochie karina neagra   - stil office, elegant- croi drept, usor cambrata- maneci scurte tip petala- decolteu rotund- volane suprapuse- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-karina-neagra,https://ejolie.ro/continut/produse/11848/1000/rochie-karina-neagra_99495.webp,Rochii de Zi,Trendya
Bluza Marianne neagra cu imprimeu,297.0,"Bluza marianne neagra cu imprimeu - stil casual, office, elegant- decolteu in v, accesorizat cu volan- maneci lungi, cu manseta elastica si fundita- realizata din tripluvoal",1,https://ejolie.ro/product/bluza-marianne-verde-cu-imprimeu-11847,https://ejolie.ro/continut/produse/11847/1000/bluza-marianne-neagra-cu-imprimeu_99576.webp,Bluze | Camasi,Trendya
Fusta pantalon Eden neagra,391.5,"Fusta pantalon eden neagra- stil elegant, office- croi larg, cu pliuri- buzunare laterale- cordon lat pe talie- inchidere la spate cu fermoar- realizati din stofa barbie",1,https://ejolie.ro/product/fusta-pantalon-eden-lila-11846,https://ejolie.ro/continut/produse/11846/1000/fusta-pantalon-eden-neagra_99500.webp,Pantaloni,Trendya
Fusta pantalon Eden lila,391.5,"Fusta pantalon eden lila- stil elegant, office- croi larg, cu pliuri- buzunare laterale- cordon lat pe talie- inchidere la spate cu fermoar- realizati din stofa barbie",1,https://ejolie.ro/product/fusta-pantalon-eden-fucsia-11845,https://ejolie.ro/continut/produse/11845/1000/fusta-pantalon-eden-lila_99503.webp,Pantaloni,Trendya
Bluza Nicoleta cu imprimeu bordo,297.0,"Bluza nicoleta cu imprimeu bordo  - stil casual, office, elegant- decolteu rotund- maneci scurte cu umeri cazuti- volan peplum pe talie, cu pliuri- inchidere la spate cu fermoar- realizata din tesatura satinata",1,https://ejolie.ro/product/bluza-nicoleta-neagra-cu-imprimeu-11844,https://ejolie.ro/continut/produse/11844/1000/bluza-nicoleta-cu-imprimeu-bordo_99505.webp,Bluze | Camasi,Trendya
Bluza Ivana cu imprimeu fucsia,270.0,"Bluza ivana cu imprimeu fucsia     - stil casual, office, elegant- croi oversized, larg- maneci scurte, cu umeri cazuti- guler inalt, cu decolteu in v- realizata din voal supersoft",1,https://ejolie.ro/product/bluza-ivana-neagra-cu-imprimeu-11843,https://ejolie.ro/continut/produse/11843/1000/bluza-ivana-cu-imprimeu-fucsia_99578.webp,Bluze | Camasi,Trendya
Fusta pantalon Eden fucsia,391.5,"Fusta pantalon eden fucsia- stil elegant, office- croi larg, cu pliuri- buzunare laterale- cordon lat pe talie- inchidere la spate cu fermoar- realizati din stofa barbie",1,https://ejolie.ro/product/fusta-pantalon-eden-crem-roze-11842,https://ejolie.ro/continut/produse/11842/1000/fusta-pantalon-eden-fucsia_99509.webp,Pantaloni,Trendya
Pantaloni Diana crem roze,256.5,"Pantaloni diana crem roze- stil casual, office, elegant- croi larg, evazat- talie inalta, cordon integrat si pense- realizati din tesatura barbieideali pentru evenimente speciale, birou sau iesiri în oras",1,https://ejolie.ro/product/pantaloni-diana-albastri-11841,https://ejolie.ro/continut/produse/11841/1000/pantaloni-diana-crem-roze_99511.webp,Pantaloni,Trendya
Bluza Simona crem,297.0,"Bluza simona crem- stil casual, office, elegant- guler maxi cu trei volane suprapuse- maneci lungi, cu mansete evazate- realizata din bumbac",1,https://ejolie.ro/product/bluza-simona-alba-11840,https://ejolie.ro/continut/produse/11840/1000/bluza-simona-crem_99580.webp,Bluze | Camasi,Trendya
Bluza Marly pastel cu buline,256.5,"Bluza marly pastel cu buline- stil casual, office, elegant- croi drept- guler inalt, ce se leaga cu fundita, la baza gatului- maneci scurte- realizata din tripluvoal",1,https://ejolie.ro/product/bluza-marly-animal-print-11839,https://ejolie.ro/continut/produse/11839/1000/bluza-marly-pastel-cu-buline_99582.webp,Bluze | Camasi,Trendya
Fusta pantalon Eden crem roze,391.5,"Fusta pantalon eden crem roze- stil elegant, office- croi larg, cu pliuri- buzunare laterale- cordon lat pe talie- inchidere la spate cu fermoar- realizati din stofa barbie",1,https://ejolie.ro/product/fusta-pantalon-eden-albastra-11838,https://ejolie.ro/continut/produse/11838/1000/fusta-pantalon-eden-crem-roze_99520.webp,Pantaloni,Trendya
Fusta pantalon Eden albastra,391.5,"Fusta pantalon eden albastra- stil elegant, office- croi larg, cu pliuri- buzunare laterale- cordon lat pe talie- inchidere la spate cu fermoar- realizati din stofa barbie",1,https://ejolie.ro/product/fusta-pantalon-eden-kaki-11837,https://ejolie.ro/continut/produse/11837/1000/fusta-pantalon-eden-albastra_99525.webp,Pantaloni,Trendya
Bluza Marianne verde cu imprimeu,297.0,"Bluza marianne verde cu imprimeu albastru- stil casual, office, elegant- decolteu in v, accesorizat cu volan- maneci lungi, cu manseta elastica si fundita- realizata din tripluvoal",1,https://ejolie.ro/product/bluza-marianne-alba-11836,https://ejolie.ro/continut/produse/11836/1000/bluza-marianne-verde-cu-imprimeu_99584.webp,Bluze | Camasi,Trendya
Bluza Corina albastra cu imprimeu verde,297.0,"Bluza corina albastra cu imprimeu verde     - stil casual, office- decolteu in v, accesorizat cu fundita- maneci trei sferturi, usor bufante, cu manseta elastica- volan peplum pe talie- inchidere la spate cu fermoar- realizata din tripluvoal",1,https://ejolie.ro/product/bluza-corina-cu-imprimeu-divers-11835,https://ejolie.ro/continut/produse/11835/1000/bluza-corina-albastra-cu-imprimeu-verde_99586.webp,Bluze | Camasi,Trendya
